cl objID RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag ingalaxy
6 1237655504034725961 256.690285 0.180 35.442058 0.172 25.875 0.403 24.064 0.399 24.343 0.552 22.487 0.220 22.268 0.532 0.0
6 1237655504034661866 256.690507 0.106 35.482241 0.104 25.538 0.467 23.601 0.252 22.771 0.169 22.004 0.134 21.799 0.363 nan
3 1237655504034725960 256.690907 0.140 35.440290 0.133 25.725 0.472 24.989 0.595 24.940 0.604 22.450 0.221 22.480 0.593 1.0
3 1237655504034727006 256.691191 0.133 35.458114 0.140 22.384 0.264 22.782 0.184 21.932 0.122 21.996 0.203 22.455 0.782 1.0
6 1237655504034661149 256.691279 0.019 35.485099 0.018 21.792 0.118 20.845 0.028 20.554 0.028 20.435 0.036 20.298 0.109 nan
6 1237655504034725891 256.691284 0.001 35.472938 0.001 17.592 0.009 16.331 0.004 15.795 0.004 15.554 0.004 15.422 0.005 0.0
6 1237655504034661512 256.691651 0.019 35.531416 0.019 23.798 0.510 22.035 0.068 20.690 0.030 19.986 0.026 19.550 0.058 nan
6 1237655504034726747 256.691825 0.040 35.414179 0.044 24.997 0.696 22.636 0.128 21.619 0.071 20.491 0.041 19.876 0.086 nan
3 1237655504034727086 256.692398 0.135 35.386236 0.115 23.965 0.831 23.944 0.472 22.490 0.191 22.695 0.344 22.779 0.789 nan
3 1237655504034727284 256.692661 0.208 35.452952 0.272 25.152 0.983 23.740 0.450 22.545 0.236 21.682 0.169 20.635 0.249 1.0
6 1237655504034661534 256.692746 0.028 35.525017 0.027 23.784 0.509 22.383 0.090 21.241 0.046 20.824 0.049 20.602 0.138 nan
3 1237655504034661981 256.692895 0.076 35.475563 0.080 25.568 0.501 24.836 0.534 23.243 0.261 21.628 0.102 20.889 0.191 1.0
3 1237655504034725951 256.693516 0.111 35.439686 0.094 24.516 0.687 25.114 0.567 22.774 0.186 20.893 0.052 20.820 0.176 1.0
3 1237655504034662012 256.693845 0.190 35.493598 0.139 24.844 0.714 24.712 0.534 24.660 0.592 23.991 0.602 20.684 0.172 nan
3 1237655504034660593 256.693898 0.470 35.498407 0.294 23.311 0.433 23.843 0.338 23.536 0.357 22.521 0.239 22.582 0.588 nan
3 1237655504034727065 256.694108 0.111 35.404956 0.152 23.085 0.443 22.939 0.204 21.971 0.119 21.812 0.157 21.533 0.428 nan
6 1237655504034661614 256.694251 0.042 35.489548 0.043 22.880 0.274 21.933 0.064 21.701 0.068 21.462 0.084 21.645 0.321 nan
6 1237655504034726757 256.694653 0.057 35.410616 0.049 24.518 0.785 23.194 0.215 21.763 0.083 21.506 0.100 21.141 0.264 0.0
6 1237655504034661875 256.694757 0.138 35.477686 0.112 23.671 0.486 23.477 0.226 22.904 0.186 22.727 0.239 22.343 0.474 0.0
6 1237655504034725957 256.694965 0.110 35.443558 0.111 25.009 0.715 23.300 0.359 22.073 0.113 22.794 0.294 22.339 0.566 0.0
6 1237655504034727175 256.695349 0.101 35.462329 0.093 24.843 0.676 25.217 0.540 23.856 0.398 22.384 0.187 22.822 0.551 0.0
3 1237655504034726750 256.695772 0.109 35.415118 0.092 23.398 0.640 22.156 0.117 21.757 0.111 21.387 0.126 21.325 0.421 1.0
6 1237655504034726836 256.696023 0.042 35.383960 0.042 24.896 0.658 22.826 0.140 21.570 0.063 20.634 0.042 20.138 0.099 nan
6 1237655504034726737 256.696395 0.035 35.423156 0.035 23.568 0.449 22.127 0.076 21.489 0.057 21.113 0.061 21.134 0.219 0.0
6 1237655504034660592 256.696493 0.005 35.500210 0.005 22.916 0.280 20.244 0.020 18.791 0.009 17.707 0.007 17.127 0.011 nan
3 1237655504034726767 256.696584 0.040 35.408887 0.044 23.310 0.497 21.469 0.055 20.912 0.045 20.613 0.054 20.215 0.137 1.0
6 1237655504034725942 256.696829 0.057 35.448257 0.057 16.764 0.008 15.096 0.004 15.715 0.013 14.239 0.005 14.102 0.005 0.0
6 1237655504034660591 256.696840 0.002 35.498714 0.002 18.950 0.018 17.582 0.005 17.087 0.005 16.922 0.005 16.859 0.009 nan
6 1237655504034726846 256.697068 0.013 35.381579 0.013 23.104 0.332 21.073 0.034 20.126 0.021 19.771 0.022 19.573 0.061 nan
6 1237655504034726749 256.697261 0.071 35.414108 0.068 24.101 0.651 24.000 0.371 22.105 0.103 20.555 0.042 19.867 0.083 0.0
3 1237655504034725955 256.697284 0.113 35.450566 0.113 25.114 0.656 25.044 0.577 24.915 0.586 21.960 0.141 21.848 0.418 1.0
3 1237655504034661979 256.697305 0.171 35.479371 0.124 23.712 0.576 24.100 0.417 23.590 0.376 22.165 0.182 22.487 0.597 1.0
6 1237655504034727167 256.697425 0.135 35.473759 0.118 24.674 0.684 24.432 0.457 23.207 0.248 22.351 0.184 21.371 0.277 0.0
6 1237655504034725949 256.698021 0.101 35.448685 0.103 24.038 0.669 22.975 0.209 21.572 0.075 22.512 0.244 21.453 0.326 0.0
6 1237655504034661510 256.698138 0.047 35.535339 0.041 23.380 0.413 22.774 0.131 21.575 0.064 20.759 0.050 20.280 0.112 nan
6 1237655504034725956 256.698322 0.253 35.451119 0.253 23.755 0.517 24.787 0.509 24.191 0.462 22.383 0.179 21.954 0.403 0.0
6 1237655504034727060 256.698783 0.120 35.412118 0.144 23.934 0.711 23.727 0.354 22.449 0.163 21.261 0.089 20.181 0.127 0.0
6 1237655504034726624 256.699275 0.061 35.471356 0.064 22.789 0.262 22.339 0.092 22.032 0.092 22.098 0.146 21.910 0.402 0.0
3 1237655504034662011 256.699467 0.269 35.511645 0.415 23.237 0.420 25.234 0.583 23.895 0.461 23.977 0.639 20.768 0.200 nan
3 1237655504034727195 256.699687 0.132 35.441997 0.132 25.419 0.570 24.254 0.447 23.645 0.376 21.888 0.135 21.885 0.433 1.0
3 1237655504034726518 256.699729 0.528 35.462788 0.711 21.826 0.149 20.917 0.035 19.964 0.049 19.536 0.022 19.210 0.056 1.0
6 1237655504034661581 256.699896 0.098 35.501154 0.099 24.371 0.692 24.432 0.460 23.471 0.316 22.082 0.152 21.552 0.325 nan
3 1237655504034662015 256.699935 0.164 35.483616 0.189 24.421 0.993 25.986 0.564 23.529 0.468 22.670 0.366 20.471 0.191 1.0
3 1237655504034726730 256.700129 0.099 35.429436 0.082 22.970 0.453 22.315 0.130 21.095 0.062 20.600 0.063 20.068 0.145 1.0
6 1237655504034661580 256.700499 0.085 35.501958 0.082 23.053 0.341 22.837 0.145 22.123 0.107 22.031 0.153 21.797 0.400 nan
6 1237655504034726119 256.700503 0.016 35.349016 0.016 23.386 0.404 21.543 0.047 20.510 0.027 19.113 0.014 18.519 0.027 nan
3 1237655504034725952 256.700519 0.110 35.449432 0.106 26.086 0.300 25.113 0.531 24.803 0.539 21.689 0.100 21.736 0.352 1.0
6 1237655504034727043 256.701413 0.098 35.421962 0.110 24.458 0.674 23.982 0.340 22.812 0.174 22.284 0.163 22.144 0.444 0.0
6 1237655504034660930 256.702171 0.002 35.478556 0.002 21.244 0.078 18.604 0.008 17.198 0.005 16.487 0.005 16.114 0.007 0.0
6 1237655504034726631 256.702226 0.011 35.464935 0.011 22.398 0.190 20.706 0.026 19.931 0.018 19.610 0.020 19.411 0.054 0.0
6 1237655504034660904 256.702329 0.005 35.491020 0.005 21.629 0.104 19.516 0.012 18.718 0.009 18.395 0.009 18.230 0.022 nan
3 1237655504034661830 256.702346 0.168 35.521651 0.125 22.661 0.377 23.678 0.437 22.227 0.178 21.293 0.124 20.620 0.246 nan
6 1237655504034725962 256.702665 0.169 35.446123 0.179 23.972 0.644 24.855 0.570 24.613 0.587 22.868 0.302 22.689 0.594 0.0
3 1237655504034726658 256.703230 0.074 35.456832 0.069 23.679 0.749 22.317 0.129 21.087 0.060 20.141 0.042 19.622 0.095 1.0
3 1237655504034661840 256.703289 0.129 35.509484 0.125 23.027 0.387 23.536 0.297 22.505 0.174 22.488 0.265 23.001 0.682 nan
3 1237655504034726803 256.703518 0.067 35.401074 0.082 23.901 0.711 22.268 0.106 21.484 0.073 21.175 0.085 20.997 0.262 1.0
6 1237655504034661860 256.703621 0.156 35.496367 0.212 25.134 0.659 23.841 0.331 22.399 0.139 21.144 0.072 20.486 0.143 nan
6 1237655504034727178 256.704103 0.115 35.462545 0.140 24.375 0.710 24.482 0.487 23.114 0.241 22.199 0.169 22.016 0.451 0.0
6 1237655504034726708 256.704231 0.072 35.435776 0.076 23.314 0.396 22.889 0.147 22.166 0.104 21.989 0.133 21.326 0.266 0.0
3 1237655504034725965 256.704749 0.572 35.448678 0.870 24.231 0.863 24.753 0.659 24.457 0.678 23.110 0.464 22.684 0.735 1.0
6 1237655504034660998 256.705216 0.008 35.517012 0.008 22.627 0.225 20.946 0.030 19.556 0.014 18.741 0.011 18.299 0.023 nan
6 1237655504034661849 256.705756 0.105 35.506093 0.116 23.798 0.512 23.998 0.331 23.031 0.207 22.876 0.272 22.114 0.428 nan
3 1237655504034727182 256.705761 0.093 35.459258 0.093 23.826 0.596 24.265 0.449 22.946 0.218 22.051 0.153 22.805 0.603 1.0
3 1237655504034661003 256.705768 0.013 35.484487 0.014 21.583 0.150 20.015 0.020 18.929 0.012 18.455 0.012 18.143 0.029 1.0
6 1237655504034661039 256.705796 0.016 35.494058 0.016 25.618 0.438 21.954 0.064 20.510 0.027 19.308 0.016 18.667 0.029 nan
6 1237655504034727025 256.706186 0.103 35.441346 0.086 25.350 0.559 24.050 0.370 22.630 0.156 21.455 0.085 20.959 0.202 0.0
3 1237655504034726432 256.706250 0.040 35.412616 0.041 23.998 0.638 22.516 0.115 21.299 0.053 21.023 0.063 21.140 0.245 1.0
3 1237655504034727005 256.706732 0.096 35.466162 0.090 24.648 1.362 23.423 0.428 21.631 0.124 20.823 0.095 19.994 0.169 1.0
6 1237655504034661121 256.706920 0.023 35.534206 0.023 22.177 0.164 21.169 0.036 20.858 0.036 20.781 0.050 20.848 0.180 nan
6 1237655504034727101 256.707424 0.117 35.378358 0.136 23.465 0.434 23.439 0.232 22.863 0.186 22.361 0.179 22.441 0.517 nan
6 1237655504034726433 256.707637 0.100 35.413643 0.089 24.781 0.657 24.107 0.370 22.608 0.147 21.201 0.065 20.398 0.121 0.0
3 1237655504034725899 256.707659 0.036 35.476773 0.034 23.410 0.514 22.592 0.144 20.725 0.038 20.471 0.047 20.404 0.153 1.0
3 1237655504034725948 256.708063 0.021 35.449513 0.021 21.661 0.315 19.493 0.023 18.349 0.013 17.739 0.011 17.533 0.032 1.0
3 1237655504034726431 256.708488 0.021 35.411574 0.021 20.317 0.074 19.028 0.013 18.323 0.010 17.994 0.012 17.734 0.030 1.0
6 1237655504034726456 256.708646 0.007 35.365599 0.007 22.597 0.217 20.210 0.019 19.300 0.012 18.942 0.013 18.721 0.031 nan
3 1237655504034661558 256.708648 0.149 35.517578 0.136 23.914 0.722 23.038 0.201 22.817 0.227 22.041 0.183 21.950 0.523 nan
3 1237655504034725947 256.708761 0.005 35.449414 0.005 21.286 0.098 19.170 0.011 18.045 0.007 17.571 0.007 17.219 0.013 1.0
3 1237655504034726327 256.708863 0.009 35.371165 0.010 20.623 0.112 18.717 0.012 17.587 0.007 17.102 0.007 16.722 0.016 nan
3 1237655504034727225 256.709228 0.110 35.403925 0.116 23.373 0.875 22.990 0.328 22.251 0.238 21.092 0.135 20.232 0.234 1.0
6 1237655504034661002 256.709401 0.006 35.505299 0.006 23.502 0.432 20.409 0.021 19.136 0.011 18.617 0.011 18.339 0.023 nan
6 1237655504034660856 256.709476 0.003 35.523340 0.003 19.676 0.028 18.199 0.006 17.644 0.006 17.444 0.006 17.376 0.013 nan
6 1237655504034726290 256.709757 0.006 35.385685 0.006 20.517 0.047 19.441 0.012 19.020 0.010 18.875 0.012 18.789 0.033 nan
6 1237655504034727071 256.709956 0.057 35.406804 0.054 24.411 0.658 23.545 0.245 22.165 0.101 20.512 0.037 19.711 0.067 0.0
6 1237655504034726101 256.709958 0.003 35.337757 0.003 19.073 0.020 18.098 0.006 17.886 0.006 17.786 0.007 17.774 0.016 nan
6 1237655504034725897 256.710049 0.058 35.476669 0.057 16.071 0.007 15.173 0.005 15.644 0.012 14.961 0.017 13.909 0.006 0.0
3 1237655504034660611 256.710108 0.060 35.501747 0.061 20.751 0.102 19.481 0.017 18.734 0.013 18.327 0.014 18.018 0.035 nan
6 1237655504034726579 256.711085 0.125 35.388148 0.120 22.486 0.204 24.116 0.373 23.812 0.372 23.827 0.479 22.466 0.505 0.0
6 1237655504034727061 256.711127 0.064 35.417890 0.064 23.615 0.527 23.532 0.273 21.904 0.091 20.815 0.054 20.097 0.106 0.0
3 1237655504034727064 256.711368 0.113 35.413533 0.119 22.426 0.232 23.066 0.200 22.457 0.160 22.344 0.224 22.563 0.660 1.0
6 1237655504034725946 256.711473 0.004 35.443807 0.004 20.326 0.042 18.907 0.009 18.353 0.007 18.149 0.008 18.088 0.020 0.0
3 1237655504034726667 256.711615 0.014 35.456341 0.014 22.783 0.331 20.763 0.032 19.671 0.018 19.306 0.019 18.941 0.047 1.0
6 1237655504034726291 256.712125 0.080 35.386520 0.072 24.752 0.720 22.718 0.134 22.075 0.100 22.095 0.151 22.639 0.571 0.0
3 1237655504034726897 256.712387 0.129 35.364616 0.143 22.758 0.710 21.804 0.152 21.137 0.117 21.115 0.185 21.211 0.722 nan
6 1237655504034726521 256.712797 0.012 35.471314 0.012 23.781 0.537 21.156 0.037 19.933 0.018 19.227 0.015 18.841 0.035 0.0
6 1237655504034661554 256.712836 0.046 35.520384 0.050 23.520 0.440 22.293 0.085 21.970 0.087 21.590 0.096 21.324 0.258 nan
3 1237655504034726800 256.713261 0.125 35.411769 0.123 22.618 0.525 21.641 0.110 21.331 0.115 20.867 0.122 22.327 1.255 1.0
3 1237655504034726698 256.713731 0.247 35.446042 0.242 24.795 0.649 25.013 0.528 24.081 0.444 21.872 0.116 22.322 0.482 1.0
3 1237655504034726856 256.714027 0.068 35.383868 0.082 23.193 0.643 21.986 0.118 21.162 0.078 20.846 0.092 21.386 0.524 1.0
6 1237655504034660610 256.714187 0.053 35.501232 0.055 16.381 0.007 15.560 0.005 14.587 0.003 14.851 0.006 14.439 0.006 nan
6 1237655504034726879 256.714272 0.056 35.373327 0.054 24.087 0.643 22.350 0.098 21.825 0.081 21.666 0.104 21.269 0.266 nan
3 1237655504034727048 256.714278 0.106 35.423982 0.112 24.303 0.844 23.015 0.201 22.250 0.140 21.809 0.148 22.009 0.553 1.0
6 1237655504034726798 256.714281 0.037 35.410157 0.036 23.447 0.452 22.231 0.088 21.313 0.053 20.788 0.050 20.603 0.153 0.0
6 1237655504034660854 256.714294 0.129 35.527316 0.140 25.964 0.340 25.170 0.523 24.885 0.549 24.396 0.576 20.850 0.178 nan
3 1237655504034727194 256.714374 0.087 35.449984 0.088 23.594 0.855 22.672 0.208 22.504 0.248 20.989 0.103 20.331 0.211 1.0
6 1237655504034660612 256.714385 0.221 35.504197 0.302 24.066 0.625 25.042 0.531 24.903 0.555 23.153 0.354 22.495 0.524 nan
3 1237655504034661861 256.714585 0.087 35.497694 0.111 24.540 0.709 24.713 0.509 22.658 0.162 21.484 0.090 21.104 0.227 nan
6 1237655504034660989 256.714682 0.009 35.536768 0.010 23.834 0.518 21.229 0.036 19.769 0.016 18.616 0.011 17.982 0.018 nan
6 1237655504034726799 256.714728 0.121 35.408875 0.108 24.859 0.660 24.636 0.499 22.997 0.208 21.366 0.077 20.695 0.159 0.0
6 1237655504034726523 256.714949 0.079 35.469870 0.081 24.594 0.664 23.988 0.336 22.444 0.128 21.761 0.106 21.196 0.231 0.0
6 1237655504034661869 256.715230 0.057 35.492392 0.054 24.229 0.643 23.468 0.228 21.915 0.083 20.636 0.043 19.994 0.086 nan
6 1237655504034726697 256.715399 0.038 35.444806 0.038 25.100 0.598 22.548 0.109 21.422 0.055 20.066 0.027 19.428 0.054 0.0
3 1237655504034660853 256.715420 0.065 35.527335 0.083 22.103 0.315 20.189 0.030 19.289 0.020 18.845 0.021 18.594 0.073 nan
6 1237655504034726868 256.715489 0.013 35.381750 0.013 23.363 0.400 21.449 0.045 20.184 0.021 19.536 0.019 19.135 0.043 0.0
3 1237655504034726801 256.715519 0.115 35.410214 0.129 24.106 0.659 24.641 0.528 22.558 0.155 22.260 0.179 22.059 0.478 1.0
3 1237655504034727112 256.715538 0.134 35.368822 0.177 23.247 0.443 23.175 0.224 22.488 0.165 22.464 0.243 20.856 0.222 nan
6 1237655504034726522 256.716233 0.013 35.469601 0.014 21.770 0.116 20.652 0.025 20.227 0.022 20.030 0.026 19.963 0.084 0.0
6 1237655504034726098 256.716401 0.003 35.358397 0.003 22.361 0.185 19.431 0.012 18.029 0.006 17.283 0.006 16.869 0.010 nan
3 1237655504034661841 256.716741 0.165 35.516092 0.136 23.437 0.467 23.496 0.257 22.777 0.193 22.587 0.254 21.876 0.436 nan
6 1237655504034726765 256.716742 0.034 35.419122 0.036 23.591 0.465 22.396 0.095 21.482 0.057 21.298 0.071 20.976 0.196 0.0
3 1237655504034726816 256.717150 0.085 35.404262 0.090 23.769 0.661 22.726 0.158 21.912 0.104 21.778 0.145 22.019 0.555 1.0
6 1237655504034726446 256.717160 0.005 35.379083 0.005 22.212 0.162 20.164 0.018 18.775 0.009 17.493 0.006 16.846 0.009 0.0
6 1237655504034660852 256.717718 0.008 35.528264 0.008 21.138 0.071 20.062 0.017 19.562 0.014 19.407 0.017 19.264 0.046 nan
3 1237655504034661836 256.718590 0.055 35.522409 0.055 24.594 0.715 23.563 0.254 21.770 0.077 21.010 0.062 20.587 0.152 nan
6 1237655504034726702 256.718927 0.028 35.443727 0.026 25.598 0.467 22.366 0.094 21.134 0.044 20.313 0.033 19.888 0.080 0.0
3 1237655504034727274 256.719175 0.156 35.408553 0.141 25.116 0.763 24.558 0.600 24.146 0.589 22.263 0.217 20.744 0.208 1.0
3 1237655504034661857 256.719182 0.163 35.504829 0.178 22.694 0.699 22.369 0.256 21.189 0.129 20.765 0.143 21.252 0.782 nan
6 1237655504034726763 256.719223 0.014 35.421196 0.015 24.443 0.646 21.665 0.052 20.357 0.024 19.773 0.022 19.416 0.053 0.0
3 1237655504034661642 256.719425 0.085 35.489266 0.081 22.355 0.245 22.252 0.110 21.554 0.082 21.274 0.103 21.267 0.352 1.0
3 1237655504034726651 256.719487 0.065 35.464846 0.071 22.320 0.238 21.825 0.078 21.117 0.058 20.894 0.075 20.841 0.251 1.0
6 1237655504034726739 256.719527 0.021 35.433042 0.021 24.827 0.672 22.057 0.074 20.708 0.032 20.031 0.027 19.573 0.062 0.0
3 1237655504034727286 256.719968 0.196 35.412323 0.202 23.314 1.052 23.277 0.509 21.946 0.229 21.066 0.164 21.067 0.599 1.0
3 1237655504034727090 256.720225 0.172 35.394284 0.182 24.573 0.939 23.291 0.268 22.357 0.165 21.937 0.178 21.553 0.436 1.0
6 1237655504034661972 256.720539 0.112 35.508634 0.108 25.217 0.555 24.554 0.449 24.146 0.448 22.492 0.199 22.483 0.497 nan
6 1237655504034661831 256.721018 0.116 35.528927 0.110 25.437 0.488 24.234 0.378 22.862 0.180 22.124 0.146 21.662 0.322 nan
3 1237655504034726995 256.721029 0.161 35.478362 0.155 22.440 0.398 22.916 0.298 21.652 0.137 21.561 0.202 22.166 1.023 1.0
6 1237655504034727018 256.721396 0.126 35.457289 0.093 25.128 0.669 24.054 0.398 22.208 0.118 20.957 0.061 20.119 0.108 0.0
3 1237655504034661616 256.721495 0.140 35.500391 0.132 23.740 0.739 22.482 0.138 22.236 0.154 22.094 0.215 21.817 0.549 nan
3 1237655504034660883 256.721654 0.119 35.512325 0.134 23.739 0.550 24.669 0.521 23.860 0.427 22.260 0.184 23.038 0.568 nan
6 1237655504034727116 256.721658 0.065 35.367256 0.066 24.439 0.690 25.325 0.545 23.342 0.280 20.962 0.056 20.060 0.095 nan
6 1237655504034726420 256.722328 0.010 35.433628 0.010 23.964 0.559 21.264 0.039 19.778 0.016 18.894 0.012 18.433 0.025 0.0
6 1237655504034661634 256.722375 0.113 35.494968 0.134 23.046 0.331 23.053 0.172 22.428 0.136 22.902 0.304 21.923 0.424 0.0
6 1237655504034726885 256.722401 0.029 35.374501 0.029 24.423 0.650 22.504 0.105 21.292 0.049 20.819 0.048 20.602 0.143 0.0
6 1237655504034727240 256.722539 0.114 35.371164 0.123 24.221 0.619 23.297 0.202 22.933 0.191 22.324 0.168 22.007 0.415 0.0
6 1237655504034660881 256.723024 0.009 35.514303 0.010 22.017 0.140 20.663 0.026 19.807 0.017 19.483 0.019 19.440 0.055 nan
3 1237655504034660882 256.723081 0.016 35.513749 0.015 21.483 0.166 19.554 0.016 18.657 0.011 18.214 0.011 17.883 0.027 nan
3 1237655504034727117 256.723082 0.148 35.368114 0.111 25.025 0.719 24.165 0.449 22.231 0.123 21.667 0.114 22.319 0.575 1.0
6 1237655504034660597 256.723172 0.688 35.509082 0.632 24.644 0.658 25.149 0.505 24.580 0.520 24.114 0.541 21.029 0.200 nan
6 1237655504034727190 256.723243 0.109 35.458734 0.123 23.648 0.531 23.938 0.359 22.866 0.203 22.186 0.171 21.797 0.404 0.0
6 1237655504034660596 256.723300 0.053 35.506322 0.055 17.578 0.012 16.240 0.006 16.993 0.020 15.453 0.007 15.159 0.007 nan
6 1237655504034726999 256.723315 0.070 35.479883 0.064 23.573 0.606 23.939 0.429 21.789 0.097 20.177 0.038 19.392 0.068 0.0
6 1237655504034726721 256.723435 0.132 35.442926 0.137 25.021 0.630 25.005 0.541 24.347 0.510 22.521 0.207 22.210 0.478 0.0
3 1237655504034726720 256.723562 0.016 35.444128 0.015 21.817 0.182 20.567 0.032 19.417 0.017 18.995 0.018 18.670 0.046 1.0
3 1237655504034726877 256.723893 0.097 35.379423 0.079 22.698 0.420 22.077 0.125 21.250 0.082 21.154 0.120 21.069 0.399 1.0
3 1237655504034661142 256.724113 0.019 35.520679 0.019 22.005 0.154 20.944 0.032 20.296 0.025 19.973 0.029 19.794 0.082 nan
3 1237655504034727062 256.724315 0.134 35.423899 0.138 25.533 0.561 24.024 0.400 22.677 0.183 22.685 0.276 21.114 0.258 1.0
3 1237655504034727055 256.724346 0.130 35.426088 0.164 23.175 0.662 23.658 0.496 21.822 0.143 21.147 0.128 20.269 0.210 1.0
6 1237655504034661965 256.724719 0.072 35.523781 0.074 25.341 0.531 23.896 0.303 23.012 0.203 21.540 0.089 20.937 0.184 nan
6 1237655504034726556 256.724752 0.023 35.435839 0.024 21.221 0.078 20.880 0.030 20.878 0.036 20.703 0.045 20.621 0.149 0.0
6 1237655504034727111 256.724820 0.063 35.375046 0.059 24.244 0.643 23.576 0.258 22.050 0.093 20.960 0.055 20.458 0.129 0.0
6 1237655504034726307 256.724880 0.127 35.391147 0.112 24.370 0.647 24.524 0.467 23.178 0.236 21.532 0.086 20.675 0.153 0.0
3 1237655504034727220 256.725081 0.103 35.415573 0.097 24.733 1.117 23.702 0.443 22.596 0.239 21.391 0.130 21.539 0.516 1.0
6 1237655504034726637 256.725131 0.015 35.475071 0.015 22.749 0.251 21.243 0.038 20.348 0.024 19.982 0.026 19.803 0.074 0.0
3 1237655504034727234 256.725256 0.113 35.393429 0.133 23.954 0.748 23.839 0.395 23.890 0.527 21.924 0.163 22.823 0.720 1.0
6 1237655504034726106 256.725293 0.004 35.364242 0.004 21.744 0.117 19.378 0.011 18.372 0.007 17.971 0.008 17.774 0.016 nan
3 1237655504034727000 256.725308 0.179 35.479994 0.145 24.844 0.897 25.453 0.676 22.486 0.181 23.095 0.448 22.816 0.745 1.0
6 1237655504034726124 256.725997 0.009 35.364728 0.009 24.454 0.649 22.135 0.080 20.967 0.039 19.401 0.017 20.030 0.090 0.0
3 1237655504034726654 256.726166 0.164 35.468123 0.149 23.399 0.476 22.888 0.165 22.324 0.138 21.729 0.127 20.993 0.239 1.0
3 1237655504034726116 256.726193 0.062 35.358495 0.066 21.337 0.089 22.155 0.085 20.017 0.020 18.197 0.010 18.816 0.035 nan
6 1237655504034727166 256.726194 0.075 35.488140 0.073 23.581 0.450 24.903 0.507 23.647 0.336 21.484 0.084 20.176 0.098 0.0
6 1237655504034726305 256.726610 0.006 35.390918 0.006 20.843 0.058 19.480 0.012 18.952 0.010 18.777 0.012 18.748 0.032 0.0
3 1237655504034727102 256.726741 0.121 35.385331 0.104 25.167 0.900 22.875 0.208 21.556 0.091 21.117 0.103 21.010 0.318 1.0
3 1237655504034726842 256.726851 0.060 35.396836 0.064 23.448 0.447 22.410 0.102 21.825 0.081 21.802 0.118 21.524 0.325 1.0
